2930.1948,79.36466013
2930.4996,79.36265272
2930.8044,79.36064569
2931.1092,79.35863904
2931.414,79.35663277
2931.7188,79.35462688
2932.0236,79.35262136
2932.3284,79.35061623
2932.6332,79.34861148
2932.938,79.3466071
2933.2428,79.34460311
2933.5476,79.34259949
2933.8524,79.34059625
2934.1572,79.33859339
2934.462,79.33659091
2934.7668,79.33458881
2935.0716,79.33258708
2935.3764,79.33058574
2935.6812,79.32858477
2935.986,79.32658418
2936.2908,79.32458397
2936.5956,79.32258414
2936.9004,79.32058468
2937.2052,79.31858561
2937.51,79.31658691
2937.8148,79.31458859
2938.1196,79.31259064
2938.4244,79.31059308
2938.7292,79.30859589
2939.034,79.30659908
151.638,150.8136889
151.9428,150.8005672
152.2476,150.7874432
152.5524,150.7743167
152.8572,150.7611878
153.162,150.7480565
153.4668,150.7349228
153.7716,150.7217867
154.0764,150.7086483
154.3812,150.6955074
154.686,150.6823642
154.9908,150.6692186
155.2956,150.6560706
155.6004,150.6429202
155.9052,150.6297674
156.21,150.6166123
156.5148,150.6034548
156.8196,150.5902949
157.1244,150.5771327
157.4292,150.5639681
157.734,150.5508011
158.0388,150.5376317
158.3436,150.52446
158.6484,150.511286
158.9532,150.4981096
159.258,150.4849308
159.5628,150.4717497
159.8676,150.4585662
160.1724,150.4453803
160.4772,150.4321922
160.782,150.4190017
161.0868,150.4058088
161.3916,150.3926136
161.6964,150.3794161
162.0012,150.3662162
162.306,150.353014
162.6108,150.3398094
162.9156,150.3266026
163.2204,150.3133934
163.5252,150.3001818
163.83,150.286968
164.1348,150.2737518
164.4396,150.2605333
164.7444,150.2473125
165.0492,150.2340894
165.354,150.2208639
165.6588,150.2076362
165.9636,150.1944061
166.2684,150.1811738
166.5732,150.1679391
166.878,150.1547021
167.1828,150.1414629
167.4876,150.1282213
167.7924,150.1149774
168.0972,150.1017313
168.402,150.0884828
168.7068,150.0752321
169.0116,150.061979
169.3164,150.0487237
169.6212,150.0354661
169.926,150.0222062
170.2308,150.0089441
170.5356,149.9956796
170.8404,149.9824129
171.1452,149.9691439
171.45,149.9558726
171.7548,149.9425991
172.0596,149.9293233
172.3644,149.9160453
172.6692,149.9027649
172.974,149.8894823
173.2788,149.8761975
173.5836,149.8629104
173.8884,149.849621
174.1932,149.8363294
